《巧连神数》正文
127,第一百二十七课 玳鸫在东，莫之敢指.
128,第一百二十八课 拨开黑雾见晴天.
129,第一百二十九课 丸泥可以封函关.
130,第一百三十 课 花开能有几时红.
131,第一百三十一课 同心合意步云梯.
132,第一百三十二课 一杆明月钓秋风.
133,第一百三十三课 掌上明珠，坟上埋.
134,第一百三十四课 池上于今有凤毛.
135,第一百三十五课 麟趾春深步玉堂.
136,第一百三十六课 月鸡焉能伏鹄卵.
137,第一百三十七课 莺鸠竟敢笑大鹏.
138,第一百三十八课 清草池塘处处蛙.
139,第一百三十九课 鸟兽不可与同群.
140,第一百四十课 蜻蜓飞去复飞来.
141,第一百四十一课 柳暗花明别有天.
142,第一百四十二课 双斧伐孤树.
143,第一百四十三课 千卒刺腹.
144,第一百四十四课 百酸搅汤.
145,第一百四十五课 寸步难行.
146,第一百四十六课 痴心妄想.
147,第一百四十七课 船翻洋沟.
148,第一百四十八课 青云得步.
149,第一百四十九课 难.
150,第一百五十课 虽莫轻狂须开量也.
151,第一百五十一课 人为万物灵，鬼为万物精，弄精而灵，弄灵而精，灵而不精，精而不灵.
152,第一百五十二课 堪愁堪优，大被蒙头，睡而复醒，醒而云游.
153,第一百五十三课 穷富有明，富贵在天，南颠北跑，都是枉然.
154,第一百五十四课 螟蝽蟊贼（喻对人民有害得人），陡生四野，遏之不尽，去之不得.
155,第一百五十五课 参居于西，商居于东，虽九方位，永不相见.
156,第一百五十六课 竹却无心外生枝节，藕水有隙不染尘垢.
157,第一百五十七课 囊内钱空，床头金尽，身居闹市，谁肯相近.
158,第一百五十八课 鸡急奔树，狗急跳墙，今降此事，切勿转向.
159,第一百五十九课 能.
160,第一百六十 课 山崩水落，草烧花燃，人人吐火，树树冒烟.
161,第一百六十一课 风里烧烛，旱地拿鱼，血心虽有，名利却无.
162,第一百六十二课 天之生物， 因才而笃，痴心妄想，天也难顾.
163,第一百六十三课 莫喜莫喜，始终无底，差之毫厘，谬之千里.
164,第一百六十四课 不揣其本，而齐其末，虽济然眉，恐贵后祸.
165,第一百六十五课 夸父逐日，杞人忧天，心小气大，名利枉然.
166,第一百六十六课 刻舟求剑，刨腹藏珠，血心耿耿，名利虑虑.
167,第一百六十七课 为人谋何所图，成了赚坏骨败，而落名利一点也无.
168,第一百六十八课 冰生于水而寒于水，青出于蓝而深于兰.
169,第一百六十九课 可奈何，可奈何，中流见砥柱，平地起风波.
170,第一百七十 课 淄浥之滋味，宜当辨泾渭之青浊，当分以待，分辨不均，惟恐乱乱纷纷.
171,第一百七十一课 莫强求，一薰一莸十年尚尤有臭.
172,第一百七十二课 与效城狐，社鼠宁为陶犬瓦鸡.
173,第一百七十三课 走外卢而搏蹇兔.
174,第一百七十四课 蜉蝣今夜落残花 .
175,第一百七十五课 几肋不足安尊拳.
176,第一百七十六课 狗尾续貂.
177,第一百七十七课 砍竹遮荀.
178,第一百七十八课 罢罢罢（罢）.
179,第一百七十九课 有想
180,第一百八十 课 莫望.
181,第一百八十一课 即知轻重何必叮咛，可止则止，可行则行.
182,第一百八十二课 以卵击石.
183,第一百八十三课 海底捞月.
184,第一百八十四课 景星入户.
185,第一百八十五课 群蚁附膻.
186,第一百八十六课 李生道旁.
187,第一百八十七课 花发上林.
188,第一百八十八课 不敢说好.
189,第一百八十九课 海宴河清.
190,第一百九十 课 天下太平.
191,第一百九十一课 绝无所好.
192,第一百九十二课 发物蒙尘.
193,第一百九十三课 振之节败.
194,第一百九十四课 一木撑天.
195,第一百九十五课 破麦剖梨.
196,第一百九十六课 势若催枯.
197,第一百九十七课 摧枯拉朽.
198,第一百九十八课 大器晚成.
199,第一百九十九课 器满必倾.
200,第二百 课 萋斐成锦.
201,第二百零一课 城火殃池鱼.
202,第贰百零二课 可厌可怜，花落庭间.
203,第贰百零三课 有酒难酌,有膳难似,有气难堵,有话难言.
204,第贰百零四课 人既是鬼，鬼即是人，人能弄鬼，鬼能弄人.
205,第贰百零五课 明知莫想,却来问我.
206,第贰百零六课 既知是好，何必来站.
207,第贰百零七课 得意不可再往.
208,第贰百零八课 好事不如无.
209,第贰百零九课 事不由己.
210,第贰百壹十课 谁说有成.
211,第贰百壹十壹课 无可,无不可.
212,第贰百壹十贰课 自惹其祸.
213,第贰百壹十叁课 不必.
214,第贰百壹十肆课 好.
215,第贰百壹十伍课 虽然富贵在天,穷通有命,亦需行尽人事,以听天命.
